,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
575,107,Igor Thiago,Thiago,Brentford,FWD,59,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,105,354,4,MCI (A),5
580,108,Ivan,Toney,Brentford,FWD,73,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,190136,4,MCI (A),5
585,109,Hákon,Valdimarsson,Brentford,GK,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,20372,41288,4,MCI (A),5
590,110,Yoane,Wissa,Brentford,FWD,61,7,45,2024-09-14T14:00:00Z,1,0,0,2,0,0,0,0,0,2,31,33.8,4.8,35.0,7.4,0.34,0.00,0.34,0.68,223277,194084,4,MCI (A),5
595,111,Yehor,Yarmoliuk,Brentford,MID,45,1,6,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,1.0,0.0,0.04,0.00,0.04,0.00,22222,40462,4,MCI (A),5
600,112,Mathias,Zanka,Brentford,DEF,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,417,4,MCI (A),5
605,314,Fábio,Carvalho,Brentford,MID,49,1,18,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,5,2.0,0.1,0.0,0.2,0.00,0.00,0.00,1.09,7469,28664,4,MCI (A),5
610,338,Sepp,Van den Berg,Brentford,DEF,40,1,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,10,15.2,0.9,2.0,1.8,0.00,0.00,0.00,2.17,27490,11994,4,MCI (A),5
615,602,Ryan,Trevitt,Brentford,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1427,1017,4,MCI (A),5
618,634,Gustavo,G.Nunes,Brentford,MID,50,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,152,89,4,MCI (A),5
620,649,Jayden,Meghoma,Brentford,DEF,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,652,150,4,MCI (A),5
626,113,Simon,Adingra,Brighton,MID,55,1,22,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,2.2,1.6,4.0,0.8,0.03,0.01,0.04,0.14,27664,22895,4,IPS (H),2
631,114,Benicio,Baker-Boaitey,Brighton,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,70,4,IPS (H),2
636,115,Carlos,Baleba,Brighton,MID,50,3,90,2024-09-14T14:00:00Z,0,0,1,0,0,0,0,0,0,0,21,17.4,17.6,18.0,5.3,0.20,0.04,0.24,0.35,1797,825,4,IPS (H),2
641,116,Valentín,Barco,Brighton,DEF,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,345115,4,IPS (H),2
646,118,Amario,Cozier-Duberry,Brighton,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,3694,4,IPS (H),2
651,119,Mahmoud,Dahoud,Brighton,MID,49,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,854,4,IPS (H),2
656,120,Lewis,Dunk,Brighton,DEF,45,6,90,2024-09-14T14:00:00Z,0,0,1,0,0,0,0,0,0,0,26,10.4,1.3,2.0,1.4,0.09,0.01,0.10,0.35,334678,82399,4,IPS (H),2
661,121,Julio,Enciso,Brighton,MID,54,1,23,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,6,7.2,13.0,7.0,2.7,0.05,0.01,0.06,0.14,2492,1426,4,IPS (H),2
666,122,Pervis,Estupiñan,Brighton,DEF,50,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,39256,9295,4,IPS (H),2
671,123,Evan,Ferguson,Brighton,FWD,55,1,5,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.06,0.00,0.06,0.00,6554,2864,4,IPS (H),2
676,124,Billy,Gilmour,Brighton,MID,50,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,6920,4,IPS (H),2
681,125,Pascal,Gross,Brighton,MID,65,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,746,4,IPS (H),2
686,126,Jack,Hinshelwood,Brighton,MID,50,2,66,2024-09-14T14:00:00Z,0,0,1,0,0,0,1,0,0,0,10,11.4,20.1,0.0,3.2,0.00,0.11,0.11,0.21,2785,1231,4,IPS (H),2
691,127,Ibrahim,I.Osman,Brighton,MID,50,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,105,4,IPS (H),2
696,128,Igor Julio,Igor,Brighton,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1081,1251,4,IPS (H),2
701,129,João Pedro,João Pedro,Brighton,FWD,57,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1305135,113769,4,IPS (H),2
706,130,Kacper,Kozlowski,Brighton,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,14,4,IPS (H),2
711,131,Tariq,Lamptey,Brighton,DEF,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2020,2155,4,IPS (H),2
716,132,Solly,March,Brighton,MID,65,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,114,158,4,IPS (H),2
721,133,Adrian,Mazilu,Brighton,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1018,4,IPS (H),2
726,134,James,Milner,Brighton,MID,50,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,540,3250,4,IPS (H),2
731,135,Yankuba,Minteh,Brighton,MID,55,2,67,2024-09-14T14:00:00Z,0,0,1,0,0,0,1,0,0,0,6,5.6,34.1,12.0,5.2,0.00,0.20,0.20,0.21,180124,56673,4,IPS (H),2
736,136,Mitoma,Mitoma,Brighton,MID,67,3,90,2024-09-14T14:00:00Z,0,0,1,0,0,0,0,0,0,0,3,11.4,6.6,60.0,7.8,0.65,0.02,0.67,0.35,499956,138016,4,IPS (H),2
741,137,Jakub,Moder,Brighton,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3935,4769,4,IPS (H),2
746,138,Mark,O’Mahony,Brighton,FWD,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,17184,4,IPS (H),2
751,139,Odeluga,Offiah,Brighton,DEF,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,4075,4,IPS (H),2
756,140,Cameron,Peupion,Brighton,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1501,916,4,IPS (H),2
761,141,Jeremy,Sarmiento,Brighton,MID,49,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,985,4,IPS (H),2
766,142,Jason,Steele,Brighton,GK,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,90485,64514,4,IPS (H),2
771,143,Deniz,Undav,Brighton,FWD,55,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,143,4,IPS (H),2
776,144,Jan Paul,Van Hecke,Brighton,DEF,45,6,90,2024-09-14T14:00:00Z,0,0,1,0,0,0,0,0,0,0,28,15.6,2.2,2.0,2.0,0.00,0.02,0.02,0.35,35304,9328,4,IPS (H),2
781,145,Joël,Veltman,Brighton,DEF,45,7,90,2024-09-14T14:00:00Z,0,0,1,0,0,0,1,0,0,2,31,18.6,3.6,0.0,2.2,0.00,0.02,0.02,0.35,71773,52247,4,IPS (H),2
786,146,Bart,Verbruggen,Brighton,GK,45,5,90,2024-09-14T14:00:00Z,0,0,1,0,0,0,1,0,1,0,25,9.2,0.0,0.0,0.9,0.00,0.00,0.00,0.35,175017,33672,4,IPS (H),2
791,147,Adam,Webster,Brighton,DEF,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,667,1249,4,IPS (H),2
796,148,Danny,Welbeck,Brighton,FWD,57,2,84,2024-09-14T14:00:00Z,0,0,1,0,0,0,0,0,0,0,5,2.4,5.5,49.0,5.7,0.18,0.13,0.31,0.35,740161,166596,4,IPS (H),2
801,149,Mats,Wieffer,Brighton,MID,50,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,104,3693,4,IPS (H),2
806,595,Brajan,Gruda,Brighton,MID,54,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,63,792,4,IPS (H),2
811,600,Yasin,Ayari,Brighton,MID,50,3,90,2024-09-14T14:00:00Z,0,0,1,0,0,0,0,0,0,0,12,13.4,24.8,21.0,5.9,0.08,0.30,0.38,0.35,748,349,4,IPS (H),2
816,601,Andrew,Moran,Brighton,MID,50,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,78,4,IPS (H),2
821,615,Carl,Rushworth,Brighton,GK,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1815,4,IPS (H),2
825,618,Georginio,Georginio,Brighton,MID,55,3,66,2024-09-14T14:00:00Z,0,0,1,0,0,0,0,0,0,0,1,5.4,26.9,27.0,5.9,0.40,0.10,0.50,0.21,1289,958,4,IPS (H),2
828,628,Ferdi,F.Kadıoğlu,Brighton,DEF,45,1,23,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,5,8.8,21.5,2.0,3.2,0.03,0.02,0.05,0.14,11208,4061,4,IPS (H),2
831,629,Matt,O'Riley,Brighton,MID,55,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,207,145,4,IPS (H),2
836,150,Andrey,Andrey Santos,Chelsea,MID,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,65,4,BOU (A),2
841,151,Ângelo Gabriel,Ângelo,Chelsea,MID,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2157,6418,4,BOU (A),2
846,153,Benoît,B.Badiashile,Chelsea,DEF,44,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1188,2043,4,BOU (A),2
851,154,Lucas,Bergström,Chelsea,GK,40,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2019,2158,4,BOU (A),2
856,155,Marcus,Bettinelli,Chelsea,GK,40,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1370,2000,4,BOU (A),2
861,157,Moisés,Caicedo,Chelsea,MID,50,3,90,2024-09-14T19:00:00Z,0,0,1,0,0,0,0,0,0,0,16,16.6,5.3,2.0,2.4,0.02,0.10,0.12,1.78,5611,9293,4,BOU (A),2
866,158,Cesare,Casadei,Chelsea,MID,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3612,2721,4,BOU (A),2
871,160,Ben,Chilwell,Chelsea,DEF,49,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3184,10944,4,BOU (A),2
876,161,Carney,Chukwuemeka,Chelsea,MID,49,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1261,1074,4,BOU (A),2
881,162,Levi,Colwill,Chelsea,DEF,45,5,90,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,0,21,21.8,17.9,0.0,4.0,0.00,0.15,0.15,1.78,40329,21890,4,BOU (A),2
886,163,Marc,Cucurella,Chelsea,DEF,50,5,90,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,0,21,2.2,3.7,6.0,1.2,0.00,0.03,0.03,1.78,52166,78146,4,BOU (A),2
891,164,David Datro,D.D.Fofana,Chelsea,FWD,54,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2111,3495,4,BOU (A),2
896,165,Deivid Washington,Deivid,Chelsea,FWD,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2482,2336,4,BOU (A),2
901,166,Kiernan,Dewsbury-Hall,Chelsea,MID,58,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,774,3982,4,BOU (A),2
906,167,Axel,Disasi,Chelsea,DEF,44,6,61,2024-09-14T19:00:00Z,0,0,1,0,0,0,0,0,0,0,23,6.6,1.3,0.0,0.8,0.00,0.00,0.00,1.55,2836,6013,4,BOU (A),2
911,168,Enzo,Enzo,Chelsea,MID,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,23188,31924,4,BOU (A),2
916,169,Conor,Gallagher,Chelsea,MID,59,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,7361,4,BOU (A),2
921,170,Alfie,Gilchrist,Chelsea,DEF,40,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1019,4,BOU (A),2
926,171,Malo,Gusto,Chelsea,DEF,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8802,107065,4,BOU (A),2
931,172,Reece,James,Chelsea,DEF,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1336,1793,4,BOU (A),2
936,173,Omari,Kellyman,Chelsea,MID,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,755,1003,4,BOU (A),2
941,174,Roméo,Lavia,Chelsea,MID,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5653,36704,4,BOU (A),2
946,175,Romelu,Lukaku,Chelsea,FWD,63,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,13927,4,BOU (A),2
951,176,Malang,M.Sarr,Chelsea,DEF,45,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,46,4,BOU (A),2
956,177,Noni,Madueke,Chelsea,MID,66,3,60,2024-09-14T19:00:00Z,0,0,1,0,0,0,0,0,0,0,11,3.2,14.4,8.0,2.6,0.11,0.00,0.11,1.55,377844,234663,4,BOU (A),2
961,178,Marc,Marc Guiu,Chelsea,FWD,50,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,13860,18417,4,BOU (A),2
966,179,Mykhailo,Mudryk,Chelsea,MID,64,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2420,5862,4,BOU (A),2
971,180,Nicolas,N.Jackson,Chelsea,FWD,76,1,78,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,0,0,1.4,5.4,26.0,3.3,0.31,0.01,0.32,1.55,262399,116801,4,BOU (A),2
976,181,Christopher,Nkunku,Chelsea,MID,62,7,11,2024-09-14T19:00:00Z,1,0,0,0,0,0,0,0,0,1,27,34.0,1.0,19.0,5.4,0.30,0.00,0.30,0.22,13875,306289,4,BOU (A),2
981,182,Cole,Palmer,Chelsea,MID,106,3,90,2024-09-14T19:00:00Z,0,0,1,0,0,0,0,0,0,0,15,11.8,13.3,0.0,2.5,0.00,0.03,0.03,1.78,371311,531486,4,BOU (A),2
986,183,Đorđe,Petrović,Chelsea,GK,44,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,17022,4,BOU (A),2
991,184,Renato,Renato Veiga,Chelsea,MID,45,2,90,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,0,13,15.0,4.6,15.0,3.5,0.04,0.01,0.05,1.78,7224,4013,4,BOU (A),2
996,185,Robert,Sánchez,Chelsea,GK,45,15,90,2024-09-14T19:00:00Z,0,0,1,0,1,0,1,0,7,3,40,66.2,0.0,0.0,6.6,0.00,0.00,0.00,1.78,95910,58461,4,BOU (A),2
1001,187,Tosin,Tosin,Chelsea,DEF,44,1,28,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,13,11.0,10.8,0.0,2.2,0.00,0.00,0.00,0.22,552,3071,4,BOU (A),2
1006,189,Wesley,W.Fofana,Chelsea,DEF,45,7,90,2024-09-14T19:00:00Z,0,0,1,0,0,0,1,0,0,2,28,25.6,11.8,4.0,4.1,0.00,0.05,0.05,1.78,10339,7918,4,BOU (A),2
1011,386,Jadon,Sancho,Chelsea,MID,63,3,45,2024-09-14T19:00:00Z,0,1,0,0,0,0,1,0,0,0,15,22.4,24.6,6.0,5.3,0.00,0.14,0.14,0.48,11622,5401,4,BOU (A),2
1016,560,Pedro,Neto,Chelsea,MID,64,1,45,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,5,4.4,16.3,0.0,2.1,0.00,0.03,0.03,1.29,10810,28192,4,BOU (A),2
1021,575,Caleb,Wiley,Chelsea,DEF,40,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,446,4,BOU (A),2
1026,581,Filip,Jørgensen,Chelsea,GK,44,0,0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,981,4160,4,BOU (A),2
1030,621,João,João Félix,Chelsea,MID,65,0,29,2024-09-14T19:00:00Z,0,0,0,0,0,0,1,0,0,0,-1,0.0,3.4,8.0,1.1,0.00,0.02,0.02,0.22,27718,32025,4,BOU (A),2
1035,11,Eddie,Nketiah,Crystal Palace,FWD,59,2,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,7,0.0,14.8,57.0,7.1,0.34,0.23,0.57,1.23,53659,16067,4,LEI (H),2
1040,159,Trevoh,Chalobah,Crystal Palace,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6717,4956,4,LEI (H),2
1045,190,Naouirou,Ahamada,Crystal Palace,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,9569,4,LEI (H),2
1050,193,Cheick,C.Doucouré,Crystal Palace,MID,49,1,45,2024-09-14T14:00:00Z,0,0,0,1,0,0,0,0,0,0,2,7.6,2.8,1.0,1.1,0.02,0.01,0.03,0.90,8727,2509,4,LEI (H),2
1055,194,Chris,C.Richards,Crystal Palace,DEF,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1987,1652,4,LEI (H),2
1060,195,Chadi,Chadi Riad,Crystal Palace,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,95,3367,4,LEI (H),2
1065,196,Nathaniel,Clyne,Crystal Palace,DEF,44,1,63,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,10,11.2,1.8,2.0,1.5,0.00,0.02,0.02,1.22,2861,1307,4,LEI (H),2
1070,197,Malcolm,Ebiowei,Crystal Palace,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,65,4,LEI (H),2
1075,199,Eberechi,Eze,Crystal Palace,MID,69,2,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,17,11.6,49.7,22.0,8.3,0.46,0.34,0.80,1.23,447894,264165,4,LEI (H),2
1080,200,Marc,Guéhi,Crystal Palace,DEF,45,1,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,6,16.2,11.3,2.0,3.0,0.00,0.04,0.04,1.23,33611,55296,4,LEI (H),2
1085,201,Dean,Henderson,Crystal Palace,GK,45,1,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,2,0,5,21.6,0.0,0.0,2.2,0.00,0.00,0.00,1.23,152595,174759,4,LEI (H),2
1090,202,Rob,Holding,Crystal Palace,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,482,951,4,LEI (H),2
1095,203,Will,Hughes,Crystal Palace,MID,49,1,45,2024-09-14T14:00:00Z,0,0,0,1,0,0,0,0,0,0,9,8.0,3.6,0.0,1.2,0.00,0.02,0.02,0.33,742,552,4,LEI (H),2
1100,205,Daichi,Kamada,Crystal Palace,MID,54,1,26,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,4.8,4.3,7.0,1.6,0.09,0.01,0.10,0.01,3535,8567,4,LEI (H),2
1105,206,Jefferson,Lerma,Crystal Palace,MID,49,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,800,1210,4,LEI (H),2
1110,207,Jean-Philippe,Mateta,Crystal Palace,FWD,74,13,90,2024-09-14T14:00:00Z,2,0,0,2,0,0,0,0,0,3,52,62.4,4.5,59.0,12.6,1.36,0.01,1.37,1.23,44996,120515,4,LEI (H),2
1115,208,Matheus,M.França,Crystal Palace,MID,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,77481,26889,4,LEI (H),2
1120,209,Remi,Matthews,Crystal Palace,GK,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3806,9327,4,LEI (H),2
1125,210,Tyrick,Mitchell,Crystal Palace,DEF,49,4,88,2024-09-14T14:00:00Z,0,1,0,2,0,0,0,0,0,0,23,37.2,58.0,21.0,11.6,0.04,0.66,0.70,1.23,11372,24988,4,LEI (H),2
1130,211,Daniel,Muñoz,Crystal Palace,DEF,50,1,80,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,4,19.6,25.2,14.0,5.9,0.15,0.02,0.17,1.22,31164,62334,4,LEI (H),2
1135,212,David,Ozoh,Crystal Palace,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,41,4,LEI (H),2
1140,213,Jesurun,Rak-Sakyi,Crystal Palace,MID,45,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,3353,4,LEI (H),2
1145,214,Jeffrey,Schlupp,Crystal Palace,MID,49,1,1,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,1.2,0.1,0.0,0.1,0.00,0.00,0.00,0.00,950,1767,4,LEI (H),2
1150,215,Joel,Ward,Crystal Palace,DEF,44,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,606,1257,4,LEI (H),2
1155,216,Adam,Wharton,Crystal Palace,MID,49,2,90,2024-09-14T14:00:00Z,0,0,0,2,0,0,0,0,0,0,19,21.2,30.8,0.0,5.2,0.00,0.11,0.11,1.23,3227,7984,4,LEI (H),2
1160,445,Matt,Turner,Crystal Palace,GK,40,0,0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45672,165076,4,LEI (H),2
