,Player ID,Name,Last_Name,Team,Position,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW1,GW2,GW3,GW4,GW5,GW6,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5,Initial Cost
85,592,Julián,Araujo,Bournemouth,DEF,45,1,1,1,0.03,0.93,0.2,0,0,0,1,0,4,0,27,0,0,0,0,0,0,0,4.2,1.3,0,0.6,NFO (A),NEW (H),EVE (A),CHE (H),LIV (A),SOU (H),2,3,3,3,5,2,2,5,8,11,16,0.5,0.2,0.125,0.0909,0.0625,45
86,599,Will,Dennis,Bournemouth,GK,40,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFO (A),NEW (H),EVE (A),CHE (H),LIV (A),SOU (H),2,3,3,3,5,2,2,5,8,11,16,0,0,0,0,0,40
87,617,Francisco Evanilson,Evanilson,Bournemouth,FWD,60,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFO (A),NEW (H),EVE (A),CHE (H),LIV (A),SOU (H),2,3,3,3,5,2,2,5,8,11,16,0,0,0,0,0,60
88,74,Dango,Ouattara,Bournemouth,MID,50,2,2,2,0.3,1.35,0,0,0,0,2,0,8,1,68,0,0,0,0,0,0,0,8.2,3,11,2.2,NFO (A),NEW (H),EVE (A),CHE (H),LIV (A),SOU (H),2,3,3,3,5,2,2,5,8,11,16,1,0.4,0.25,0.1818,0.125,50
89,76,Philip,Philip,Bournemouth,MID,50,1,1,1,0,3.9,0.1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,2,0,2,0.4,NFO (A),NEW (H),EVE (A),CHE (H),LIV (A),SOU (H),2,3,3,3,5,2,2,5,8,11,16,0.5,0.2,0.125,0.0909,0.0625,50
90,86,Kristoffer,Ajer,Brentford,DEF,45,2,2,2,0.28,1.17,0.4,0,0,0,2,0,4,1,90,0,0,0,0,0,0,0,7.8,1.3,33,4.2,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,1,0.2857,0.2222,0.1429,0.1111,45
91,87,Ethan,Brierley,Brentford,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
92,88,Nathan,Collins,Brentford,DEF,45,6,6,6,0.22,1.17,0.6,0,1,0,6,0,23,1,90,0,0,0,0,0,0,0,39.4,0.5,17,5.7,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,3,0.8571,0.6667,0.4286,0.3333,45
93,89,Mikkel,Damsgaard,Brentford,MID,50,1,1,1,0,3.77,0.1,0,0,0,1,0,3,0,16,0,0,0,0,0,0,0,1.8,1.3,0,0.3,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0.5,0.1429,0.1111,0.0714,0.0556,50
94,90,Josh,Dasilva,Brentford,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,50
95,91,Mark,Flekken,Brentford,GK,45,4,4,4,0,1.17,10.8,0,0,0,4,0,22,1,90,0,0,6,0,0,0,0,46.4,0,0,4.6,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,2,0.5714,0.4444,0.2857,0.2222,45
96,92,Rico,Henry,Brentford,DEF,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
97,93,Aaron,Hickey,Brentford,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
98,94,Vitaly,Janelt,Brentford,MID,50,2,2,2,0.13,0.62,0.2,0,0,0,2,0,10,1,73,0,0,0,0,0,0,0,11.2,15.1,5,3.1,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,1,0.2857,0.2222,0.1429,0.1111,50
99,95,Mathias,Jensen,Brentford,MID,55,2,2,2,0.03,0.66,0.2,0,0,0,2,0,11,1,83,0,0,0,0,0,0,0,11.2,17.9,0,2.9,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,1,0.2857,0.2222,0.1429,0.1111,55
100,96,Kim,Ji-soo,Brentford,DEF,40,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,40
101,97,Yunus Emre,Konak,Brentford,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
102,98,Keane,Lewis-Potter,Brentford,MID,50,1,1,1,0,3.77,0,0,0,0,1,0,4,0,16,0,0,0,0,0,0,0,2,0.5,0,0.3,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0.5,0.1429,0.1111,0.0714,0.0556,50
103,99,Bryan,Mbeumo,Brentford,MID,70,9,9,9,0.55,1.18,4.7,1,0,0,9,0,35,1,89,0,0,0,0,0,0,0,40.8,50.2,17,10.8,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,4.5,1.2857,1,0.6429,0.5,70
104,100,Ben,Mee,Brentford,DEF,45,1,1,1,0,0,0.8,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0.1,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0.5,0.1429,0.1111,0.0714,0.0556,45
105,101,Christian,Nørgaard,Brentford,MID,50,2,2,2,0.01,1.17,0.1,0,0,0,2,0,15,1,90,0,0,0,0,0,0,0,17.8,12.3,0,3,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,1,0.2857,0.2222,0.1429,0.1111,50
106,102,Frank,Onyeka,Brentford,MID,50,1,1,1,0,8.4,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0.5,0.1429,0.1111,0.0714,0.0556,50
107,103,Myles,Peart-Harris,Brentford,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
108,104,Ethan,Pinnock,Brentford,DEF,45,0,0,0,0.01,1.17,0.4,0,0,0,0,0,3,1,90,0,0,0,0,0,0,0,18.8,0.1,17,3.6,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
109,105,Mads,Roerslev,Brentford,DEF,45,2,2,2,0,1.17,0.1,0,0,0,2,0,4,1,90,0,0,0,0,0,0,0,7.6,1.2,0,0.9,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,1,0.2857,0.2222,0.1429,0.1111,45
110,106,Kevin,Schade,Brentford,MID,55,2,2,2,0.17,0.62,0.1,0,0,0,2,0,-2,1,73,0,0,0,0,0,0,0,6.8,0.9,8,1.6,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,1,0.2857,0.2222,0.1429,0.1111,55
111,107,Igor Thiago,Thiago,Brentford,FWD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,60
112,108,Ivan,Toney,Brentford,FWD,74,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,75
113,109,Hákon,Valdimarsson,Brentford,GK,40,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,40
114,110,Yoane,Wissa,Brentford,FWD,60,11,11,11,1.09,0.66,3.9,1,1,0,11,0,47,1,83,0,0,0,0,0,0,0,50.2,14.2,44,10.8,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,5.5,1.5714,1.2222,0.7857,0.6111,60
115,111,Yehor,Yarmoliuk,Brentford,MID,45,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
116,112,Mathias,Zanka,Brentford,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
117,314,Fábio,Carvalho,Brentford,MID,50,1,1,1,0,8.4,1.4,0,0,0,1,0,5,0,6,0,0,0,0,0,0,0,2.2,0.3,0,0.3,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0.5,0.1429,0.1111,0.0714,0.0556,50
118,338,Sepp,Van den Berg,Brentford,DEF,40,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,40
119,602,Ryan,Trevitt,Brentford,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRY (H),LIV (A),SOU (H),MCI (A),TOT (A),WHU (H),2,5,2,5,4,2,2,7,9,14,18,0,0,0,0,0,45
120,113,Simon,Adingra,Brighton,MID,55,6,6,6,0.44,0.42,0.8,1,0,0,6,0,24,0,45,0,0,0,0,0,0,0,39.6,6.5,26,7.2,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,2,1,0.5455,0.4615,0.4,55
121,114,Benicio,Baker-Boaitey,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
122,115,Carlos,Baleba,Brighton,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,50
123,116,Valentín,Barco,Brighton,DEF,40,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,40
124,118,Amario,Cozier-Duberry,Brighton,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
125,119,Mahmoud,Dahoud,Brighton,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,50
126,120,Lewis,Dunk,Brighton,DEF,45,6,6,6,0.08,0.54,4.8,0,0,1,6,0,23,0,75,0,0,0,0,0,0,0,7,0.3,6,1.3,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,2,1,0.5455,0.4615,0.4,45
127,121,Julio,Enciso,Brighton,MID,54,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,55
128,122,Pervis,Estupiñan,Brighton,DEF,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,50
129,123,Evan,Ferguson,Brighton,FWD,55,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,55
130,124,Billy,Gilmour,Brighton,MID,50,1,1,1,0,0,0.2,0,0,0,1,0,4,0,8,0,0,0,0,0,0,0,0.4,7.6,0,0.8,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0.3333,0.1667,0.0909,0.0769,0.0667,50
131,125,Pascal,Gross,Brighton,MID,65,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,65
132,126,Jack,Hinshelwood,Brighton,MID,50,3,3,3,0.01,0.45,0,0,0,1,3,0,14,0,90,0,0,0,0,0,0,0,11.8,6.1,2,2,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,1,0.5,0.2727,0.2308,0.2,50
133,127,Ibrahim,Osman,Brighton,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,50
134,128,Igor Julio,Igor,Brighton,DEF,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
135,129,Joao,Pedro,Brighton,FWD,55,2,2,2,0.05,0.5,17.4,0,0,1,2,0,9,0,81,0,0,0,0,0,0,0,5,10.8,7,2.3,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0.6667,0.3333,0.1818,0.1538,0.1333,55
136,130,Kacper,Kozlowski,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
137,131,Tariq,Lamptey,Brighton,DEF,45,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
138,132,Solly,March,Brighton,MID,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,65
139,133,Adrian,Mazilu,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
140,134,James,Milner,Brighton,MID,50,2,2,2,0.12,0.5,0.1,0,0,1,2,0,10,0,81,0,0,0,0,0,0,0,22.4,43.8,4,7,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0.6667,0.3333,0.1818,0.1538,0.1333,50
141,135,Yankuba,Minteh,Brighton,MID,55,4,4,4,1.3,0.5,1.3,0,1,0,4,0,18,0,45,0,0,0,0,0,0,0,25,31.4,8,6.4,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,1.3333,0.6667,0.3636,0.3077,0.2667,55
142,137,Jakub,Moder,Brighton,MID,45,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
143,138,Mark,O’Mahony,Brighton,FWD,45,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
144,139,Odeluga,Offiah,Brighton,DEF,40,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,40
145,140,Cameron,Peupion,Brighton,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
146,141,Jeremy,Sarmiento,Brighton,MID,50,1,1,1,0,0,0,0,0,0,1,0,3,0,8,0,0,0,0,0,0,0,0.2,0.8,0,0.1,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0.3333,0.1667,0.0909,0.0769,0.0667,50
147,142,Jason,Steele,Brighton,GK,45,7,7,7,0,0.45,1.3,0,0,1,7,0,31,0,90,0,0,1,0,0,0,0,18.6,0,0,1.9,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,2.3333,1.1667,0.6364,0.5385,0.4667,45
148,143,Deniz,Undav,Brighton,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,55
149,144,Jan Paul,Van Hecke,Brighton,DEF,45,6,6,6,0,0.45,0.3,0,0,1,6,0,28,0,90,0,0,0,0,0,0,0,18.8,0.5,0,1.9,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,2,1,0.5455,0.4615,0.4,45
150,145,Joël,Veltman,Brighton,DEF,45,8,8,8,0,0.45,1.9,0,0,1,8,0,34,0,90,0,0,0,0,0,0,0,20.6,1.3,0,2.2,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,2.6667,1.3333,0.7273,0.6154,0.5333,45
151,146,Bart,Verbruggen,Brighton,GK,45,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,45
152,147,Adam,Webster,Brighton,DEF,45,1,1,1,0.13,0,0.1,0,0,0,1,0,9,0,14,0,0,0,0,0,0,0,5.6,0.7,2,0.8,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0.3333,0.1667,0.0909,0.0769,0.0667,45
153,148,Danny,Welbeck,Brighton,FWD,55,12,12,12,0.24,0.45,3.4,1,1,1,12,0,41,0,90,0,0,0,0,0,0,0,61.4,24.8,25,11.1,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,4,2,1.0909,0.9231,0.8,55
154,149,Mats,Wieffer,Brighton,MID,50,6,6,6,0.02,0.45,0.2,0,1,1,6,0,20,0,90,0,0,0,0,0,0,0,31,16.3,0,4.7,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,2,1,0.5455,0.4615,0.4,50
155,595,Brajan,Gruda,Brighton,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,55
156,600,Yasin,Ayari,Brighton,MID,50,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0.3333,0.1667,0.0909,0.0769,0.0667,50
157,601,Andrew,Moran,Brighton,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,50
158,615,Carl,Rushworth,Brighton,GK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,40
159,136,Mitoma,Mitoma,Brighton,MID,65,8,8,8,1.03,0.46,4.1,1,0,1,8,0,27,0,88,0,0,0,0,0,0,0,48.2,4.1,80,13.2,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,2.6667,1.3333,0.7273,0.6154,0.5333,65
160,618,Georginio,Georginio,Brighton,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (A),MUN (H),ARS (A),IPS (H),NFO (H),CHE (A),3,3,5,2,2,4,3,6,11,13,15,0,0,0,0,0,55
161,150,Andrey,Santos,Chelsea,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
162,151,Ângelo Gabriel,Ângelo,Chelsea,MID,45,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
163,152,Kepa,Arrizabalaga,Chelsea,GK,45,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
164,153,Benoît,Badiashile,Chelsea,DEF,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
165,154,Lucas,Bergström,Chelsea,GK,40,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,40
166,155,Marcus,Bettinelli,Chelsea,GK,40,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,40
167,156,Armando,Broja,Chelsea,FWD,55,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,55
168,157,Moisés,Caicedo,Chelsea,MID,50,1,1,1,0.09,0.77,0.7,0,0,0,1,0,12,2,90,0,0,0,0,0,0,0,11.6,28.3,2,4.2,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,50
169,158,Cesare,Casadei,Chelsea,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
170,159,Trevoh,Chalobah,Chelsea,DEF,45,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
171,160,Ben,Chilwell,Chelsea,DEF,50,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,50
172,161,Carney,Chukwuemeka,Chelsea,MID,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,50
